unified_id,scene,row_index,raw_referents,mapped_referents,matched_location_region_anchors,is_location_region_interaction
scene3::282,scene3,282,Van1,van1,,False
scene3::283,scene3,283,"Car1, SpotE","car1,spotE",spotE,True
scene3::284,scene3,284,"Car1, Building1","car1,building1",building1,True
scene3::285,scene3,285,"Car3, Building2","car3,building2",building2,True
scene3::286,scene3,286,"Car1,Car5","car1,car5",,False
scene3::287,scene3,287,Van1,van1,,False
scene3::288,scene3,288,Drone2,drone2,,False
scene3::289,scene3,289,"Truck1, Building2","truck1,building2",building2,True
scene3::290,scene3,290,"Truck1, SpotD","truck1,spotD",spotD,True
scene3::291,scene3,291,Van1,van1,,False
scene3::292,scene3,292,Building1,building1,building1,True
scene3::293,scene3,293,Truck1,truck1,,False
scene3::294,scene3,294,Van1,van1,,False
scene3::295,scene3,295,"Drone3, Person2","drone3,person2",,False
scene3::296,scene3,296,Drone2,drone2,,False
scene3::297,scene3,297,Car4,car4,,False
scene3::298,scene3,298,Building3,building3,building3,True
scene3::299,scene3,299,"Building2, Person2","building2,person2",building2,True
scene3::300,scene3,300,"Car5, Building3","car5,building3",building3,True
scene3::301,scene3,301,Car4,car4,,False
scene3::302,scene3,302,"Truck1, Building3, Person1","truck1,building3,person1",building3,True
scene3::303,scene3,303,"Car1, Building2","car1,building2",building2,True
scene3::304,scene3,304,"Car1, Building3","car1,building3",building3,True
scene3::305,scene3,305,"Building1, Person1","building1,person1",building1,True
scene3::306,scene3,306,Drone3,drone3,,False
scene3::307,scene3,307,Van1,van1,,False
scene3::308,scene3,308,"Car4, Building3, Person3","car4,building3,person3",building3,True
scene3::309,scene3,309,Drone2,drone2,,False
scene3::310,scene3,310,Drone2,drone2,,False
scene3::311,scene3,311,Truck1,truck1,,False
scene3::312,scene3,312,"Truck1, Building3","truck1,building3",building3,True
scene3::313,scene3,313,"Car1, SpotB","car1,spotB",spotB,True
scene3::314,scene3,314,Drone1,drone1,,False
scene3::315,scene3,315,"Car2,Car5","car2,car5",,False
scene3::316,scene3,316,"Truck1, Building1","truck1,building1",building1,True
scene3::317,scene3,317,Van1,van1,,False
scene3::318,scene3,318,"Car1, Building1","car1,building1",building1,True
scene3::319,scene3,319,"Truck1,Car5","truck1,car5",,False
scene3::320,scene3,320,"Car3, Person1, SpotC","car3,person1,spotC",spotC,True
scene3::321,scene3,321,Car4,car4,,False
scene3::322,scene3,322,Van1,van1,,False
scene3::323,scene3,323,Drone2,drone2,,False
scene3::324,scene3,324,"Truck1, Person2","truck1,person2",,False
scene3::325,scene3,325,"Car1, Building1","car1,building1",building1,True
scene3::326,scene3,326,"Truck1, SpotD","truck1,spotD",spotD,True
scene3::327,scene3,327,"Drone1, Building2","drone1,building2",building2,True
scene3::328,scene3,328,Truck1,truck1,,False
scene3::329,scene3,329,"Building2, Person2","building2,person2",building2,True
scene3::330,scene3,330,Building2,building2,building2,True
scene3::331,scene3,331,"Van1, SpotD, Person3","van1,spotD,person3",spotD,True
scene3::332,scene3,332,Drone3,drone3,,False
scene3::333,scene3,333,"Van1, Person1","van1,person1",,False
scene3::334,scene3,334,Van1,van1,,False
scene3::335,scene3,335,"Car2, Truck1","car2,truck1",,False
scene3::336,scene3,336,"Car5, Building1","car5,building1",building1,True
scene3::337,scene3,337,"Truck1, Person3, Building1","truck1,person3,building1",building1,True
scene3::338,scene3,338,"Building3, Person1","building3,person1",building3,True
scene3::339,scene3,339,"Car2, Building3","car2,building3",building3,True
scene3::340,scene3,340,"Van1, Runway1","van1,runway1",,False
scene3::341,scene3,341,"Truck1, Person3, SpotC","truck1,person3,spotC",spotC,True
scene3::342,scene3,342,"Car3, Building2","car3,building2",building2,True
scene3::343,scene3,343,Truck1,truck1,,False
scene3::344,scene3,344,Van1,van1,,False
scene3::345,scene3,345,Building2,building2,building2,True
scene3::346,scene3,346,Car5,car5,,False
scene3::347,scene3,347,Car3,car3,,False
scene3::348,scene3,348,"Van1, Building2","van1,building2",building2,True
scene3::349,scene3,349,"Van1, Person1","van1,person1",,False
scene3::350,scene3,350,"Van1, SpotE, Person1","van1,spotE,person1",spotE,True
scene3::351,scene3,351,"Truck1, Building2","truck1,building2",building2,True
scene3::352,scene3,352,Car4,car4,,False
scene3::353,scene3,353,"Car5, Building2","car5,building2",building2,True
scene3::354,scene3,354,"Car2, Building2","car2,building2",building2,True
scene3::355,scene3,355,"Car5, Building2","car5,building2",building2,True
scene3::356,scene3,356,"Car1, SpotE","car1,spotE",spotE,True
scene3::357,scene3,357,"Car5, SpotA","car5,spotA",spotA,True
scene3::358,scene3,358,"Truck1, Person1","truck1,person1",,False
scene3::359,scene3,359,"Car2, Building1","car2,building1",building1,True
scene3::360,scene3,360,"Truck1, SpotD","truck1,spotD",spotD,True
scene3::361,scene3,361,"Drone1, Building2","drone1,building2",building2,True
scene3::362,scene3,362,Car2,car2,,False
scene3::363,scene3,363,"Truck1, Person2","truck1,person2",,False
scene3::364,scene3,364,"Car4, Building2, Person1","car4,building2,person1",building2,True
scene3::365,scene3,365,Drone1,drone1,,False
scene3::366,scene3,366,Drone2,drone2,,False
scene3::367,scene3,367,Car4,car4,,False
scene3::368,scene3,368,"Drone1, Building3","drone1,building3",building3,True
scene3::369,scene3,369,"Drone1, SpotB","drone1,spotB",spotB,True
scene3::370,scene3,370,Truck1,truck1,,False
scene3::371,scene3,371,Truck1,truck1,,False
scene3::372,scene3,372,Car3,car3,,False
scene3::373,scene3,373,"Car5, Building2","car5,building2",building2,True
scene3::374,scene3,374,"Car1, SpotE","car1,spotE",spotE,True
scene3::375,scene3,375,"Van1, Person3","van1,person3",,False
scene3::376,scene3,376,Drone1,drone1,,False
scene3::377,scene3,377,Car4,car4,,False
scene3::378,scene3,378,"Car2, Building1","car2,building1",building1,True
scene3::379,scene3,379,"Car4, Person2","car4,person2",,False
scene3::380,scene3,380,"Drone2, Building2","drone2,building2",building2,True
scene3::381,scene3,381,"Van1, Building2","van1,building2",building2,True
scene3::382,scene3,382,Van1,van1,,False
scene3::383,scene3,383,Truck1,truck1,,False
scene3::384,scene3,384,Truck1,truck1,,False
scene3::385,scene3,385,"Truck1, Runway1","truck1,runway1",,False
scene3::386,scene3,386,Drone3,drone3,,False
scene3::387,scene3,387,"Van1, Person2, Building3","van1,person2,building3",building3,True
scene3::388,scene3,388,"Truck1, Person1, SpotA","truck1,person1,spotA",spotA,True
scene3::389,scene3,389,"Car2, SpotD","car2,spotD",spotD,True
scene3::390,scene3,390,"Car4, Building1","car4,building1",building1,True
scene3::391,scene3,391,Drone2,drone2,,False
scene3::392,scene3,392,Van1,van1,,False
scene3::393,scene3,393,"Car1, Car2","car1,car2",,False
scene3::394,scene3,394,Drone3,drone3,,False
scene3::395,scene3,395,"Van1, Person2","van1,person2",,False
scene3::396,scene3,396,Van1,van1,,False
scene3::397,scene3,397,"Car1, Building3","car1,building3",building3,True
scene3::398,scene3,398,Car1,car1,,False
scene3::399,scene3,399,"Truck1, Car1","truck1,car1",,False
scene3::400,scene3,400,"Car1, Car3, Building3","car1,car3,building3",building3,True
scene3::401,scene3,401,"Car3, Drone1, SpotA","car3,drone1,spotA",spotA,True
scene3::402,scene3,402,"Van1, Car5, SpotE, Person1","van1,car5,spotE,person1",spotE,True
scene3::403,scene3,403,"Car4, SpotD, SpotE, Truck1","car4,spotD,spotE,truck1","spotD,spotE",True
scene3::404,scene3,404,"Drone3, SpotA, Van1, SpotE","drone3,spotA,van1,spotE","spotA,spotE",True
scene3::405,scene3,405,"Car5, Truck1, Building2, Person1","car5,truck1,building2,person1",building2,True
scene3::406,scene3,406,"Drone1, Drone3","drone1,drone3",,False
scene3::407,scene3,407,"Car3, Building2, Truck1","car3,building2,truck1",building2,True
scene3::408,scene3,408,"Car4, Car5, Truck1, Person1","car4,car5,truck1,person1",,False
scene3::409,scene3,409,"Van1, Building1, Drone2, Person2","van1,building1,drone2,person2",building1,True
scene3::410,scene3,410,"Drone2, Car5, Runway1, Person2","drone2,car5,runway1,person2",,False
scene3::411,scene3,411,"Truck1, Car4","truck1,car4",,False
scene3::412,scene3,412,"Car4, Building3,Car2","car4,building3,car2",building3,True
scene3::413,scene3,413,"Runway1, Drone2, Building1","runway1,drone2,building1",building1,True
scene3::414,scene3,414,"Car1, Building1, Building2","car1,building1,building2","building1,building2",True
scene3::415,scene3,415,"Van1, Person3","van1,person3",,False
scene3::416,scene3,416,"Drone3, Van1, Runway1","drone3,van1,runway1",,False
scene3::417,scene3,417,"Drone3, Car1, Runway1","drone3,car1,runway1",,False
scene3::418,scene3,418,"Drone3, SpotC, Car2, SpotA","drone3,spotC,car2,spotA","spotA,spotC",True
scene3::419,scene3,419,"Car2, Building1, Car3, Building3","car2,building1,car3,building3","building1,building3",True
scene3::420,scene3,420,"Building2, Van1","building2,van1",building2,True
scene3::421,scene3,421,"Drone2, Runway1, Building3","drone2,runway1,building3",building3,True
scene3::422,scene3,422,"Van1, Car2","van1,car2",,False
scene3::423,scene3,423,"Car3,Car4,Car5","car3,car4,car5",,False
scene3::424,scene3,424,"Car1, Truck1, SpotC","car1,truck1,spotC",spotC,True
scene3::425,scene3,425,"Truck1, Car3, SpotA","truck1,car3,spotA",spotA,True
scene3::426,scene3,426,"Van1, Drone3","van1,drone3",,False
scene3::427,scene3,427,"Building3, Truck1","building3,truck1",building3,True
scene3::428,scene3,428,"Truck1, Car1, Building1","truck1,car1,building1",building1,True
scene3::429,scene3,429,"Building3, Drone1","building3,drone1",building3,True
scene3::430,scene3,430,"Truck1, Drone3","truck1,drone3",,False
scene3::431,scene3,431,"Car1, Car4, SpotB","car1,car4,spotB",spotB,True
scene3::432,scene3,432,"Building1, Car4, Person3","building1,car4,person3",building1,True
scene3::433,scene3,433,"Building1, Building2","building1,building2","building1,building2",True
scene3::434,scene3,434,"Truck1, Car5, SpotC","truck1,car5,spotC",spotC,True
scene3::435,scene3,435,"Truck1, Van1, SpotA","truck1,van1,spotA",spotA,True
scene3::436,scene3,436,"Truck1, Car3, Person2","truck1,car3,person2",,False
scene3::437,scene3,437,"Truck1, Person2","truck1,person2",,False
scene3::438,scene3,438,"Van1, Person1, SpotB","van1,person1,spotB",spotB,True
scene3::439,scene3,439,"Drone1, Car2,Car5","drone1,car2,car5",,False
scene3::440,scene3,440,Truck1,truck1,,False
scene3::441,scene3,441,"Car2, Car3, Building2, Person3","car2,car3,building2,person3",building2,True
scene3::442,scene3,442,"Truck1, Car3, Person2","truck1,car3,person2",,False
scene3::443,scene3,443,"Drone3, Building1, Car4, SpotE","drone3,building1,car4,spotE","building1,spotE",True
scene3::444,scene3,444,"Car4,  Building1,Car5, SpotB","car4,building1,car5,spotB","building1,spotB",True
scene3::445,scene3,445,"Drone2, Van1, Runway1","drone2,van1,runway1",,False
scene3::446,scene3,446,"Car1, Runway1, Van1","car1,runway1,van1",,False
scene3::447,scene3,447,"Van1, Runway1, Truck1, Person3","van1,runway1,truck1,person3",,False
scene3::448,scene3,448,"Van1, Runway1, Truck1, SpotA","van1,runway1,truck1,spotA",spotA,True
scene3::449,scene3,449,"Truck1, Building2, Van1","truck1,building2,van1",building2,True
scene3::450,scene3,450,"Van1, Drone2, Runway1","van1,drone2,runway1",,False
scene3::451,scene3,451,Truck1,truck1,,False
scene3::452,scene3,452,"Drone2, Van1","drone2,van1",,False
scene3::453,scene3,453,"Van1, Car1, Person2","van1,car1,person2",,False
scene3::454,scene3,454,"Car1, Building1, Van1","car1,building1,van1",building1,True
scene3::455,scene3,455,"Car5, Runway1, Van1, Building3","car5,runway1,van1,building3",building3,True
scene3::456,scene3,456,"Truck1, Van1, Person3","truck1,van1,person3",,False
scene3::457,scene3,457,"Drone2, Truck1, SpotA, Person2","drone2,truck1,spotA,person2",spotA,True
scene3::458,scene3,458,"Truck1, Car5, Person1","truck1,car5,person1",,False
scene3::459,scene3,459,"Van1, Car2","van1,car2",,False
scene3::460,scene3,460,"Drone3, SpotC, Car1, Building1","drone3,spotC,car1,building1","building1,spotC",True
scene3::461,scene3,461,"Car5, Van1","car5,van1",,False
scene3::462,scene3,462,"Truck1, SpotD, Person1","truck1,spotD,person1",spotD,True
scene3::463,scene3,463,"Car4, SpotE, Van1, Building1, Person3","car4,spotE,van1,building1,person3","building1,spotE",True
scene3::464,scene3,464,"Car4, Runway1,Car5,","car4,runway1,car5",,False
scene3::465,scene3,465,"Drone3, Car1, Building1","drone3,car1,building1",building1,True
scene3::466,scene3,466,"Building2, Truck1, Runway1, Person3","building2,truck1,runway1,person3",building2,True
scene3::467,scene3,467,"Drone3, Car3, SpotE","drone3,car3,spotE",spotE,True
scene3::468,scene3,468,"Truck1, Car1, Runway1","truck1,car1,runway1",,False
scene3::469,scene3,469,"Drone1, Car2, Building2","drone1,car2,building2",building2,True
scene3::470,scene3,470,"Truck1, Car2, Building1","truck1,car2,building1",building1,True
scene3::471,scene3,471,Drone2,drone2,,False
scene3::472,scene3,472,"Building1, Truck1","building1,truck1",building1,True
scene3::473,scene3,473,"Van1, Drone3","van1,drone3",,False
scene3::474,scene3,474,"Car5, SpotE, Drone1","car5,spotE,drone1",spotE,True
scene3::475,scene3,475,"Drone2, Runway1, Van1","drone2,runway1,van1",,False
scene3::476,scene3,476,"Car2, Van1, Runway1, Person2","car2,van1,runway1,person2",,False
scene3::477,scene3,477,"Car3, Building1, Drone1","car3,building1,drone1",building1,True
scene3::478,scene3,478,"Drone2, Runway1, Van1","drone2,runway1,van1",,False
scene3::479,scene3,479,"Car3, Car4, Building1, Person1","car3,car4,building1,person1",building1,True
scene3::480,scene3,480,"Van1, Truck1, Person3, SpotB","van1,truck1,person3,spotB",spotB,True
scene3::481,scene3,481,"Car2, SpotB","car2,spotB",spotB,True
scene3::482,scene3,482,"Car4, Building1, Car2","car4,building1,car2",building1,True
scene3::483,scene3,483,"Van1, Car4","van1,car4",,False
scene3::484,scene3,484,"Van1, Truck1, Person2","van1,truck1,person2",,False
scene3::485,scene3,485,"Drone3, Building2, Car3, SpotE","drone3,building2,car3,spotE","building2,spotE",True
scene3::486,scene3,486,"Person1,Truck1,  SpotB, Car2, Building2","person1,truck1,spotB,car2,building2","building2,spotB",True
scene3::487,scene3,487,"Car1, Car3, SpotE","car1,car3,spotE",spotE,True
scene3::488,scene3,488,"Building2, Drone3","building2,drone3",building2,True
scene3::489,scene3,489,"Car5, Van1, Building2, Person3","car5,van1,building2,person3",building2,True
scene3::490,scene3,490,"Drone1, Drone3","drone1,drone3",,False
scene3::491,scene3,491,"Car5, Building1, Car3, Building3","car5,building1,car3,building3","building1,building3",True
scene3::492,scene3,492,"Car2, Car5","car2,car5",,False
scene3::493,scene3,493,"Van1, Car1, Drone2, Person2","van1,car1,drone2,person2",,False
scene3::494,scene3,494,"Truck1, Van1, Person1","truck1,van1,person1",,False
scene3::495,scene3,495,"Van1, SpotD","van1,spotD",spotD,True
scene3::496,scene3,496,"Van1, Car1, SpotA, Person1","van1,car1,spotA,person1",spotA,True
scene3::497,scene3,497,"Building3, Car1, Person3","building3,car1,person3",building3,True
scene3::498,scene3,498,"Drone1, Car4, SpotB","drone1,car4,spotB",spotB,True
scene3::499,scene3,499,"Truck1, Car2, Person1","truck1,car2,person1",,False
scene3::500,scene3,500,"Truck1, Runway1, Car1, Person1","truck1,runway1,car1,person1",,False
scene3::501,scene3,501,"Drone2, Drone3, Runway1","drone2,drone3,runway1",,False
scene3::502,scene3,502,Van1,van1,,False
scene3::503,scene3,503,"Truck1, Runway1, Van1","truck1,runway1,van1",,False
scene3::504,scene3,504,"Truck1, Car5","truck1,car5",,False
scene3::505,scene3,505,"Truck1, Van1, Building2, Person3","truck1,van1,building2,person3",building2,True
scene3::506,scene3,506,"Van1, Car5, Runway1","van1,car5,runway1",,False
scene3::507,scene3,507,"Van1, Building2, Truck1","van1,building2,truck1",building2,True
scene3::508,scene3,508,"Car1, Truck1, Building1, Person2, SpotC","car1,truck1,building1,person2,spotC","building1,spotC",True
scene3::509,scene3,509,"Van1, Person2, SpotC, Car2","van1,person2,spotC,car2",spotC,True
scene3::510,scene3,510,"Truck1, SpotD, Car2, Person2","truck1,spotD,car2,person2",spotD,True
scene3::511,scene3,511,"Truck1, Van1","truck1,van1",,False
scene3::512,scene3,512,"Drone2, Car1, Building2","drone2,car1,building2",building2,True
scene3::513,scene3,513,"Car1, Building2, Drone2, Person2","car1,building2,drone2,person2",building2,True
scene3::514,scene3,514,"Car5, Building1, Car2,SpotB, Person2","car5,building1,car2,spotB,person2","building1,spotB",True
scene3::515,scene3,515,"Drone1, Building3, Truck1","drone1,building3,truck1",building3,True
scene3::516,scene3,516,"Drone2, Building1, Car3, SpotC","drone2,building1,car3,spotC","building1,spotC",True
scene3::517,scene3,517,"Car3, Building1, Building3, Van1","car3,building1,building3,van1","building1,building3",True
scene3::518,scene3,518,"Car1, Building3, Person3","car1,building3,person3",building3,True
scene3::519,scene3,519,"Car4, Building3, Car5, Building1","car4,building3,car5,building1","building1,building3",True
scene3::520,scene3,520,"Drone2, SpotA, Car3,SpotE","drone2,spotA,car3,spotE","spotA,spotE",True
scene3::521,scene3,521,"Car4, SpotC, Truck1","car4,spotC,truck1",spotC,True
scene3::522,scene3,522,"Car4, Building2, Van1, SpotE","car4,building2,van1,spotE","building2,spotE",True
scene3::523,scene3,523,"Truck1, SpotC, Car4","truck1,spotC,car4",spotC,True
scene3::524,scene3,524,"Car1, Car2, Person2","car1,car2,person2",,False
scene3::525,scene3,525,"Car1, SpotC, Building3","car1,spotC,building3","building3,spotC",True
scene3::526,scene3,526,"Car2, Building3, Car4, SpotE","car2,building3,car4,spotE","building3,spotE",True
scene3::527,scene3,527,"Car1, SpotD, Car5, SpotB","car1,spotD,car5,spotB","spotB,spotD",True
scene3::528,scene3,528,"Car3, Runway1, Van1, Person2","car3,runway1,van1,person2",,False
scene3::529,scene3,529,"Truck1, SpotA, Car2, Building1","truck1,spotA,car2,building1","building1,spotA",True
scene3::530,scene3,530,"Truck1, Car5, Building1, Person1","truck1,car5,building1,person1",building1,True
scene3::531,scene3,531,"Van1, Building3, Truck1","van1,building3,truck1",building3,True
scene3::532,scene3,532,"Truck1, Car5, Building3","truck1,car5,building3",building3,True
scene3::533,scene3,533,"Van1, Truck1","van1,truck1",,False
scene3::534,scene3,534,"Van1, Building2","van1,building2",building2,True
scene3::535,scene3,535,"Truck1, Runway1, Van1","truck1,runway1,van1",,False
scene3::536,scene3,536,"Car4, Building1, Drone1, Building3","car4,building1,drone1,building3","building1,building3",True
scene3::537,scene3,537,"Car4, Truck1","car4,truck1",,False
scene3::538,scene3,538,"Truck1, Car1, Person2","truck1,car1,person2",,False
scene3::539,scene3,539,"Drone3, Building3, Truck1, SpotC","drone3,building3,truck1,spotC","building3,spotC",True
scene3::540,scene3,540,"Car5, Building3, Drone3, Truck1","car5,building3,drone3,truck1",building3,True
scene3::541,scene3,541,"Drone3, Van1","drone3,van1",,False
scene3::542,scene3,542,"Car4, Building3, Car3, SpotC","car4,building3,car3,spotC","building3,spotC",True
scene3::543,scene3,543,"Truck1, Runway1, Person2","truck1,runway1,person2",,False
scene3::544,scene3,544,"Building1, Car2, Car1","building1,car2,car1",building1,True
scene3::545,scene3,545,"Truck1, Building1","truck1,building1",building1,True
scene3::546,scene3,546,"Drone1, Truck1","drone1,truck1",,False
scene3::547,scene3,547,"Van1, SpotA, Car2","van1,spotA,car2",spotA,True
scene3::548,scene3,548,"Car2, Car5, SpotC, Building1","car2,car5,spotC,building1","building1,spotC",True
scene3::549,scene3,549,"Car5, Building3, Truck1, Building2, Person1","car5,building3,truck1,building2,person1","building2,building3",True
scene3::550,scene3,550,"Car2, Building3, Van1, Person3","car2,building3,van1,person3",building3,True
scene3::551,scene3,551,"Drone1, Truck1, Building1, Person2","drone1,truck1,building1,person2",building1,True
scene3::552,scene3,552,"Van1, Car3","van1,car3",,False
scene3::553,scene3,553,"Drone2, Drone3","drone2,drone3",,False
scene3::554,scene3,554,"Drone1, Car4","drone1,car4",,False
scene3::555,scene3,555,"Van1, Car2, Person3","van1,car2,person3",,False
scene3::556,scene3,556,"Car2, SpotE, Truck1","car2,spotE,truck1",spotE,True
scene3::557,scene3,557,Drone2,drone2,,False
scene3::558,scene3,558,"Car5, SpotB, Truck1","car5,spotB,truck1",spotB,True
scene3::559,scene3,559,"Truck1, Van1","truck1,van1",,False
scene3::560,scene3,560,"Car1,  Runway1,Car3, SpotE","car1,runway1,car3,spotE",spotE,True
scene3::561,scene3,561,"Drone2, Drone3","drone2,drone3",,False
scene3::562,scene3,562,"Car4, Building3, Truck1, Person3","car4,building3,truck1,person3",building3,True
scene3::563,scene3,563,"Van1, Car4, Runway1","van1,car4,runway1",,False
scene3::564,scene3,564,"Car5, Building2","car5,building2",building2,True
scene3::565,scene3,565,"Van1, Building2","van1,building2",building2,True
scene3::566,scene3,566,"Car5, Runway1, Car3, Car1","car5,runway1,car3,car1",,False
scene3::567,scene3,567,"Truck1, Building3, Person3","truck1,building3,person3",building3,True
scene3::568,scene3,568,"Van1, Car2, Car1, SpotB","van1,car2,car1,spotB",spotB,True
scene3::569,scene3,569,"Drone1, Truck1, Building3, Person2","drone1,truck1,building3,person2",building3,True
scene3::570,scene3,570,"Car4, SpotD,Car3, Runway1","car4,spotD,car3,runway1",spotD,True
scene3::571,scene3,571,"Truck1, Drone1","truck1,drone1",,False
scene3::572,scene3,572,"Van1, Runway1","van1,runway1",,False
scene3::573,scene3,573,"Car3, Van1","car3,van1",,False
scene3::574,scene3,574,"Car4, Truck1","car4,truck1",,False
scene3::575,scene3,575,"Truck1, Drone1, Person2","truck1,drone1,person2",,False
scene3::576,scene3,576,"Car2, Building3, Van1, Person3","car2,building3,van1,person3",building3,True
scene3::577,scene3,577,"Van1, Building1,Car3,Car1","van1,building1,car3,car1",building1,True
scene3::578,scene3,578,"Car3, Drone1, Person3","car3,drone1,person3",,False
scene3::579,scene3,579,"Car4, SpotB, Truck1","car4,spotB,truck1",spotB,True
scene3::580,scene3,580,"Drone2, Car4","drone2,car4",,False
scene3::581,scene3,581,"Truck1, Car5","truck1,car5",,False
scene3::582,scene3,582,"Drone2, Drone3, Runway1","drone2,drone3,runway1",,False
scene3::583,scene3,583,"Car2, SpotC, Van1, Building2, Person1","car2,spotC,van1,building2,person1","building2,spotC",True
scene3::584,scene3,584,"Car3, SpotB, Van1, Building1","car3,spotB,van1,building1","building1,spotB",True
scene3::585,scene3,585,"Car2, Car3, Drone3, SpotB","car2,car3,drone3,spotB",spotB,True
scene3::586,scene3,586,"Car2,Car3,  Person2","car2,car3,person2",,False
scene3::587,scene3,587,"Truck1, Building1, Drone2, Person3","truck1,building1,drone2,person3",building1,True
scene3::588,scene3,588,"Truck1, Building2, Car2, Building3","truck1,building2,car2,building3","building2,building3",True
scene3::589,scene3,589,"Drone1, Van1","drone1,van1",,False
scene3::590,scene3,590,"Drone1, Truck1, Person1","drone1,truck1,person1",,False
scene3::591,scene3,591,"Car5, Building1, Drone3","car5,building1,drone3",building1,True
scene3::592,scene3,592,"Drone2, Van1","drone2,van1",,False
scene3::593,scene3,593,"Building3, Building2","building3,building2","building2,building3",True
scene3::594,scene3,594,"Van1, SpotD, Building3, Person1","van1,spotD,building3,person1","building3,spotD",True
scene3::595,scene3,595,"Car2, Building1, Drone1, Runway1","car2,building1,drone1,runway1",building1,True
scene3::596,scene3,596,"Car2, SpotA, Drone1","car2,spotA,drone1",spotA,True
scene3::597,scene3,597,"Car3, SpotB,Car2","car3,spotB,car2",spotB,True
scene3::598,scene3,598,"Car3, Car4, SpotD","car3,car4,spotD",spotD,True
scene3::599,scene3,599,"Building1, Car1, Building3","building1,car1,building3","building1,building3",True
scene3::600,scene3,600,"Car1, SpotC, Van1, Building2, Person1","car1,spotC,van1,building2,person1","building2,spotC",True
scene3::601,scene3,601,"Drone2, Van1, Car1, Person2","drone2,van1,car1,person2",,False
scene3::602,scene3,602,"Car2,Building2,  Car4, SpotD","car2,building2,car4,spotD","building2,spotD",True
scene3::603,scene3,603,"Truck1, Car3","truck1,car3",,False
scene3::604,scene3,604,"Car5, Building2,Drone3,  SpotC","car5,building2,drone3,spotC","building2,spotC",True
scene3::605,scene3,605,"Car2,  Building2，Van1, Building3","car2,building3",building3,True
scene3::606,scene3,606,"Van1, SpotA, Truck1,  SpotD,Person1","van1,spotA,truck1,spotD,person1","spotA,spotD",True
scene3::607,scene3,607,"Van1, Drone3","van1,drone3",,False
scene3::608,scene3,608,"Car3, Car5, Runway1","car3,car5,runway1",,False
scene3::609,scene3,609,"Drone2, Truck1","drone2,truck1",,False
scene3::610,scene3,610,"Car2, Truck1, Person1","car2,truck1,person1",,False
scene3::611,scene3,611,"Van1, Truck1, Building1, Person1","van1,truck1,building1,person1",building1,True
scene3::612,scene3,612,"Truck1,  SpotB, Van1, SpotC, Person3","truck1,spotB,van1,spotC,person3","spotB,spotC",True
scene3::613,scene3,613,"Car5, Van1","car5,van1",,False
scene3::614,scene3,614,"Van1, Building1, Truck1","van1,building1,truck1",building1,True
scene3::615,scene3,615,"Truck1, Car1, Person3","truck1,car1,person3",,False
scene3::616,scene3,616,"Car1, SpotE, Truck1","car1,spotE,truck1",spotE,True
scene3::617,scene3,617,"Truck1, Building1, Van1, Person3","truck1,building1,van1,person3",building1,True
scene3::618,scene3,618,"Car1, Runway1, Drone1","car1,runway1,drone1",,False
scene3::619,scene3,619,"Drone3, Runway1, Building1","drone3,runway1,building1",building1,True
scene3::620,scene3,620,"Car3, Runway1, Truck1, Person1","car3,runway1,truck1,person1",,False
scene3::621,scene3,621,"Car5, Car4, Building2, Person2","car5,car4,building2,person2",building2,True
scene3::622,scene3,622,"Truck1, Car3, SpotB","truck1,car3,spotB",spotB,True
scene3::623,scene3,623,"Truck1, Building2, Car5, Person1","truck1,building2,car5,person1",building2,True
scene3::624,scene3,624,"Drone1, Building1, Car3, SpotE","drone1,building1,car3,spotE","building1,spotE",True
scene3::625,scene3,625,"Car5, SpotB, Building1","car5,spotB,building1","building1,spotB",True
scene3::626,scene3,626,"Van1, Person1, SpotA","van1,person1,spotA",spotA,True
scene3::627,scene3,627,"Drone2, Runway1, Drone3","drone2,runway1,drone3",,False
scene3::628,scene3,628,"Van1, Building2, Drone2, Person1","van1,building2,drone2,person1",building2,True
scene3::629,scene3,629,"Truck1, Van1, Runway1, Person2","truck1,van1,runway1,person2",,False
scene3::630,scene3,630,"Car2, Building1, Car3,  SpotC","car2,building1,car3,spotC","building1,spotC",True
scene3::631,scene3,631,"Drone2, Truck1, Building3, Person2","drone2,truck1,building3,person2",building3,True
scene3::632,scene3,632,"Building1, Car4","building1,car4",building1,True
scene3::633,scene3,633,"Car1, Building1,Drone2,  Person2","car1,building1,drone2,person2",building1,True
scene3::634,scene3,634,"Van1, SpotE, Drone2","van1,spotE,drone2",spotE,True
scene3::635,scene3,635,"Drone2, Drone3, Truck1","drone2,drone3,truck1",,False
scene3::636,scene3,636,"Drone3, Van1","drone3,van1",,False
scene3::637,scene3,637,"Van1, Runway1, Truck1","van1,runway1,truck1",,False
scene3::638,scene3,638,"Person1, Van1,  Building1,  Car2,SpotA","person1,van1,building1,car2,spotA","building1,spotA",True
scene3::639,scene3,639,"Truck1, SpotE, Van1, Building2, Person2","truck1,spotE,van1,building2,person2","building2,spotE",True
scene3::640,scene3,640,"Truck1, Drone3","truck1,drone3",,False
scene3::641,scene3,641,"Car3, Car4","car3,car4",,False
scene3::642,scene3,642,"Car2, Car3, Building1","car2,car3,building1",building1,True
scene3::643,scene3,643,"Van1, SpotE","van1,spotE",spotE,True
scene3::644,scene3,644,"Car4, Drone3, Person3","car4,drone3,person3",,False
scene3::645,scene3,645,"Van1, Truck1","van1,truck1",,False
